block,line,page,text,word_no,x0,x1,y0,y1
6,1,3,jugosa,4,372.48553466796875,406.3325500488281,174.45950317382812,188.3195037841797
6,2,3,carne,0,205.9644012451172,234.1243896484375,186.46047973632812,200.3204803466797
6,2,3,"mechada,",1,236.33538818359375,286.26434326171875,186.46047973632812,200.3204803466797
6,2,3,acompañado,2,288.475341796875,354.73931884765625,186.46047973632812,200.3204803466797
6,2,3,de,3,356.9503173828125,369.7102966308594,186.46047973632812,200.3204803466797
6,2,3,frijoles,4,371.9212951660156,406.32928466796875,186.46047973632812,200.3204803466797
6,3,3,"negros,",0,205.9644012451172,244.55238342285156,198.46145629882812,212.3214569091797
6,3,3,arroz,1,247.577392578125,273.0973815917969,198.46145629882812,212.3214569091797
6,3,3,"blanco,",2,276.12237548828125,313.04827880859375,198.46145629882812,212.3214569091797
6,3,3,plátano,3,316.0732727050781,354.5512390136719,198.46145629882812,212.3214569091797
6,3,3,maduro,4,357.57623291015625,397.27630615234375,198.46145629882812,212.3214569091797
6,3,3,y,5,400.3013000488281,406.3512878417969,198.46145629882812,212.3214569091797
6,4,3,aguacate.,0,205.9644012451172,255.71739196777344,210.46243286132812,224.3224334716797
7,0,3,BISTEC,0,264.48541259765625,304.4442443847656,71.9127197265625,87.11671447753906
7,0,3,"c7,000",1,307.3242492675781,343.58941650390625,71.9127197265625,87.11671447753906
7,1,3,Delicioso,0,161.59519958496094,208.53219604492188,87.31301879882812,101.17301940917969
7,1,3,Bistec,1,213.40521240234375,244.502197265625,87.31301879882812,101.17301940917969
7,1,3,al,2,246.93870544433594,255.51870727539062,87.31301879882812,101.17301940917969
7,1,3,grill,3,257.960693359375,276.7266845703125,87.31301879882812,101.17301940917969
7,1,3,acompañado,4,279.1631774902344,345.4271545410156,87.31301879882812,101.17301940917969
7,2,3,de,0,161.59519958496094,174.35519409179688,99.31399536132812,113.17399597167969
7,2,3,arroz,1,179.70120239257812,205.22122192382812,99.31399536132812,113.17399597167969
7,2,3,"blanco,",2,210.56723022460938,247.49423217773438,99.31399536132812,113.17399597167969
7,2,3,fresca,3,252.84024047851562,283.6292419433594,99.31399536132812,113.17399597167969
7,2,3,ensalada,4,288.9752197265625,334.0201721191406,99.31399536132812,113.17399597167969
7,2,3,y,5,339.36614990234375,345.4161376953125,99.31399536132812,113.17399597167969
7,3,3,nuestra,0,247.7471923828125,286.43414306640625,111.31497192382812,125.17497253417969
7,3,3,guasacaca.,1,289.09613037109375,345.4161376953125,111.31497192382812,125.17497253417969
8,0,3,PARRILLA,0,287.9678039550781,344.1157531738281,574.66748046875,589.8714599609375
8,0,3,MIXTA,1,346.9957580566406,384.0049133300781,574.66748046875,589.8714599609375
8,0,3,PERSONAL,2,386.8849182128906,450.2449035644531,574.66748046875,589.8714599609375
8,0,3,"c8,800",3,453.1249084472656,491.24664306640625,574.66748046875,589.8714599609375
8,1,3,Jugosa,0,287.9316101074219,323.2525939941406,591.7446899414062,605.604736328125
8,1,3,parrilla,1,325.5185852050781,359.7945861816406,591.7446899414062,605.604736328125
8,1,3,de,2,362.0605773925781,374.7875671386719,591.7446899414062,605.604736328125
8,1,3,170g,3,377.0535583496094,401.8663024902344,591.7446899414062,605.604736328125
8,1,3,de,4,404.13226318359375,416.8592529296875,591.7446899414062,605.604736328125
8,1,3,colita,5,419.125244140625,446.76495361328125,591.7446899414062,605.604736328125
8,2,3,de,0,287.9316101074219,301.1620178222656,603.7446899414062,617.604736328125
8,2,3,"cuadril,",1,310.2664489746094,349.8231506347656,603.7446899414062,617.604736328125
8,2,3,170g,2,358.92645263671875,385.00860595703125,603.7446899414062,617.604736328125
8,2,3,de,3,394.1130065917969,407.3434143066406,603.7446899414062,617.604736328125
8,2,3,"pollo,",4,416.4467468261719,446.6402282714844,603.7446899414062,617.604736328125
8,3,3,crujientes,0,287.9316101074219,337.0913391113281,615.7446899414062,629.604736328125
8,3,3,papas,1,339.336181640625,369.11907958984375,615.7446899414062,629.604736328125
8,3,3,"fritas,",2,371.3639221191406,400.1659851074219,615.7446899414062,629.604736328125
8,3,3,ensalada,3,402.4108581542969,446.65472412109375,615.7446899414062,629.604736328125
8,4,3,de,0,287.9316101074219,300.69158935546875,627.7446899414062,641.604736328125
8,4,3,repollo,1,303.35357666015625,338.87255859375,627.7446899414062,641.604736328125
8,4,3,y,2,341.5345458984375,347.58453369140625,627.7446899414062,641.604736328125
8,4,3,1,3,350.24652099609375,355.84552001953125,627.7446899414062,641.604736328125
8,4,3,salsa.,4,358.50750732421875,387.1515197753906,627.7446899414062,641.604736328125
9,0,3,PLATO,0,301.8876953125,340.9224853515625,674.5073852539062,689.7113647460938
9,0,3,KETO,1,343.802490234375,375.5784912109375,674.5073852539062,689.7113647460938
9,1,3,(CONSULTAR),0,301.8515930175781,373.9786376953125,691.58447265625,705.4445190429688
0,0,4,PANINIS,0,35.33399963378906,110.87973022460938,21.554588317871094,45.38947296142578
0,0,4,Y,1,114.71501159667969,127.60530853271484,21.554588317871094,45.38947296142578
0,0,4,BURGER,2,131.4405975341797,206.01348876953125,21.554588317871094,45.38947296142578
1,0,4,MENÚ,0,28.093732833862305,83.54632568359375,612.9178466796875,636.7527465820312
1,0,4,KIDS,1,87.98028564453125,130.71095275878906,612.9178466796875,636.7527465820312
2,0,4,TEQUE,0,101.17680358886719,140.80079650878906,62.92633056640625,78.13032531738281
2,0,4,HAMBURGUESA,1,143.68080139160156,235.9248046875,62.92633056640625,78.13032531738281
2,0,4,"c8,500",2,238.8048095703125,276.27001953125,62.92633056640625,78.13032531738281
3,0,4,Nuestra,0,55.47800064086914,96.14500427246094,80.72512817382812,94.58512878417969
3,0,4,Teque,1,98.64530944824219,129.84130859375,80.72512817382812,94.58512878417969
3,0,4,Hamburguesa,2,132.93231201171875,204.6962890625,80.72512817382812,94.58512878417969
3,0,4,es,3,207.78729248046875,219.4692840576172,80.72512817382812,94.58512878417969
3,0,4,una,4,222.56028747558594,241.436279296875,80.72512817382812,94.58512878417969
3,0,4,fusión,5,244.52728271484375,276.26226806640625,80.72512817382812,94.58512878417969
3,1,4,perfecta,0,55.47800064086914,97.9050064086914,92.72610473632812,106.58610534667969
3,1,4,de,1,101.74401092529297,114.50401306152344,92.72610473632812,106.58610534667969
3,1,4,queso,2,118.343017578125,149.8140106201172,92.72610473632812,106.58610534667969
3,1,4,"mozzarella,",3,153.65301513671875,211.1610107421875,92.72610473632812,106.58610534667969
3,1,4,envuelto,4,215.00001525878906,259.702880859375,92.72610473632812,106.58610534667969
3,1,4,en,5,263.5418701171875,276.2468566894531,92.72610473632812,106.58610534667969
3,2,4,nuestra,0,55.47800064086914,94.16500091552734,104.72708129882812,118.58708190917969
3,2,4,masa,1,100.3030014038086,127.64899444580078,104.72708129882812,118.58708190917969
3,2,4,de,2,133.7869873046875,146.54698181152344,104.72708129882812,118.58708190917969
3,2,4,Tequeños,3,151.51678466796875,201.4237518310547,104.72708129882812,118.58708190917969
3,2,4,con,4,207.56175231933594,226.2947540283203,104.72708129882812,118.58708190917969
3,2,4,150g,5,232.43275451660156,257.3587646484375,104.72708129882812,118.58708190917969
3,2,4,de,6,263.49676513671875,276.2567443847656,104.72708129882812,118.58708190917969
3,3,4,carne,0,55.47800064086914,83.63800811767578,116.72805786132812,130.5880584716797
3,3,4,"angus,",1,91.99140930175781,126.13540649414062,116.72805786132812,130.5880584716797
3,3,4,"tocineta,",2,134.48880004882812,179.59979248046875,116.72805786132812,130.5880584716797
3,3,4,"tomate,",3,187.95318603515625,228.38919067382812,116.72805786132812,130.5880584716797
3,3,4,"cebolla,",4,236.7436981201172,276.24468994140625,116.72805786132812,130.5880584716797
3,4,4,crujientes,0,110.00499725341797,160.12098693847656,128.72903442382812,142.5890350341797
3,4,4,papas,1,162.78298950195312,193.0659942626953,128.72903442382812,142.5890350341797
3,4,4,fritas,2,195.72799682617188,221.89700317382812,128.72903442382812,142.5890350341797
3,4,4,y,3,224.5590057373047,230.6090087890625,128.72903442382812,142.5890350341797
3,4,4,2,4,233.27101135253906,239.45301818847656,128.72903442382812,142.5890350341797
3,4,4,salsas.,5,242.11502075195312,276.248046875,128.72903442382812,142.5890350341797
4,0,4,Irresistible,0,249.4739990234375,305.0350036621094,216.21206665039062,230.0720672607422
4,0,4,panini,1,308.3899841308594,340.3669738769531,216.21206665039062,230.0720672607422
4,0,4,relleno,2,343.7219543457031,380.01092529296875,216.21206665039062,230.0720672607422
4,0,4,de,3,383.36590576171875,396.34588623046875,216.21206665039062,230.0720672607422
4,0,4,carne,4,399.70086669921875,428.7408447265625,216.21206665039062,230.0720672607422
4,1,4,al,0,249.4739990234375,258.2740173339844,228.21304321289062,242.0730438232422
4,1,4,"grill,",1,264.55499267578125,287.6549987792969,228.21304321289062,242.0730438232422
4,1,4,pico,2,293.93597412109375,316.0899963378906,228.21304321289062,242.0730438232422
4,1,4,de,3,322.3709716796875,335.3509521484375,228.21304321289062,242.0730438232422
4,1,4,"gallo,",4,341.6319274902344,370.3650207519531,228.21304321289062,242.0730438232422
4,1,4,crujientes,5,376.64599609375,428.74090576171875,228.21304321289062,242.0730438232422
4,2,4,papas,0,249.4739990234375,280.63702392578125,240.21401977539062,254.0740203857422
4,2,4,y,1,283.739013671875,289.78900146484375,240.21401977539062,254.0740203857422
4,2,4,1,2,292.8909912109375,298.489990234375,240.21401977539062,254.0740203857422
4,2,4,salsa.,3,301.59197998046875,331.33599853515625,240.21401977539062,254.0740203857422
5,0,4,PANINI,0,249.60740661621094,290.2633972167969,201.0504150390625,216.25440979003906
5,0,4,DE,1,293.1434020996094,308.68341064453125,201.0504150390625,216.25440979003906
5,0,4,CARNE,2,311.56341552734375,352.17138671875,201.0504150390625,216.25440979003906
5,0,4,"c6,000",3,357.931396484375,396.04339599609375,201.0504150390625,216.25440979003906
6,0,4,PANINI,0,176.0474090576172,216.70339965820312,315.42242431640625,330.6264343261719
6,0,4,DE,1,219.58340454101562,235.12339782714844,315.42242431640625,330.6264343261719
6,0,4,POLLO,2,238.00340270996094,278.2261962890625,315.42242431640625,330.6264343261719
6,0,4,"c6,000",3,281.106201171875,319.2193908691406,315.42242431640625,330.6264343261719
6,1,4,Irresistible,0,138.7021026611328,191.84307861328125,330.5757141113281,344.4356994628906
6,1,4,panini,1,195.17608642578125,226.05307006835938,330.5757141113281,344.4356994628906
6,1,4,relleno,2,229.38607788085938,264.35504150390625,330.5757141113281,344.4356994628906
6,1,4,de,3,267.6880187988281,280.447998046875,330.5757141113281,344.4356994628906
6,1,4,pollo,4,283.7809753417969,309.20196533203125,330.5757141113281,344.4356994628906
6,1,4,al,5,312.5349426269531,321.11492919921875,330.5757141113281,344.4356994628906
6,2,4,"grill,",0,138.7021026611328,160.70208740234375,342.57672119140625,356.43670654296875
6,2,4,pico,1,164.33209228515625,185.8260955810547,342.57672119140625,356.43670654296875
6,2,4,de,2,189.4561004638672,202.21609497070312,342.57672119140625,356.43670654296875
6,2,4,"gallo,",3,205.84609985351562,233.4781036376953,342.57672119140625,356.43670654296875
6,2,4,crujientes,4,237.1081085205078,287.2229919433594,342.57672119140625,356.43670654296875
6,2,4,papas,5,290.85296630859375,321.135986328125,342.57672119140625,356.43670654296875
6,3,4,y,0,275.50909423828125,281.55908203125,354.5777282714844,368.4377136230469
6,3,4,1,1,284.2210693359375,289.820068359375,354.5777282714844,368.4377136230469
6,3,4,salsa.,2,292.4820556640625,321.1260681152344,354.5777282714844,368.4377136230469
7,0,4,TENDERS,0,248.5478973388672,302.4159240722656,414.8305969238281,430.03460693359375
7,0,4,DE,1,305.2959289550781,320.8359375,414.8305969238281,430.03460693359375
7,0,4,POLLO,2,323.7159423828125,363.938720703125,414.8305969238281,430.03460693359375
7,0,4,"c6,000",3,366.8187255859375,406.1307678222656,414.8305969238281,430.03460693359375
7,1,4,Deliciosas,0,249.0,300.5679931640625,431.5845031738281,445.4444885253906
7,1,4,Tiras,1,302.7250671386719,327.47613525390625,431.5845031738281,445.4444885253906
7,1,4,de,2,330.13812255859375,342.8981018066406,431.5845031738281,445.4444885253906
7,1,4,pollo,3,345.5600891113281,370.9810791015625,431.5845031738281,445.4444885253906
7,2,4,acompañadas,0,249.0,319.8949890136719,443.58551025390625,457.44549560546875
7,2,4,de,1,323.02996826171875,335.7899475097656,443.58551025390625,457.44549560546875
7,2,4,crujientes,2,338.9249267578125,389.0409240722656,443.58551025390625,457.44549560546875
7,3,4,papas,0,249.0,279.28302001953125,455.5865173339844,469.4465026855469
7,3,4,fritas.,1,281.94500732421875,311.3479919433594,455.5865173339844,469.4465026855469
8,0,4,ENSALADA,0,169.23049926757812,233.23968505859375,513.5864868164062,528.7904663085938
8,0,4,CÉSAR,1,236.11968994140625,274.1956787109375,513.5864868164062,528.7904663085938
8,0,4,"c5,000",2,277.07568359375,315.7025146484375,513.5864868164062,528.7904663085938
8,1,4,Lechuga,0,118.20020294189453,161.21018981933594,529.70556640625,543.5656127929688
8,1,4,fresca,1,169.50970458984375,200.29869079589844,529.70556640625,543.5656127929688
8,1,4,bañada,2,208.59820556640625,245.77821350097656,529.70556640625,543.5656127929688
8,1,4,en,3,254.07772827148438,266.78271484375,529.70556640625,543.5656127929688
8,1,4,cremoso,4,275.08111572265625,319.80712890625,529.70556640625,543.5656127929688
8,2,4,aderezo,0,118.20020294189453,158.48219299316406,541.70654296875,555.5665893554688
8,2,4,César,1,161.71620178222656,190.69020080566406,541.70654296875,555.5665893554688
8,2,4,con,2,193.92420959472656,212.65721130371094,541.70654296875,555.5665893554688
8,2,4,tiras,3,215.89122009277344,238.0892333984375,541.70654296875,555.5665893554688
8,2,4,de,4,241.3232421875,254.08323669433594,541.70654296875,555.5665893554688
8,2,4,pollo,5,257.3172302246094,282.73822021484375,541.70654296875,555.5665893554688
8,2,4,al,6,285.9721984863281,294.55218505859375,541.70654296875,555.5665893554688
8,2,4,"grill,",7,297.7861633300781,319.7861633300781,541.70654296875,555.5665893554688
8,3,4,crocantes,0,118.20020294189453,168.14019775390625,553.7075805664062,567.567626953125
8,3,4,crutones,1,170.8022003173828,215.9681854248047,553.7075805664062,567.567626953125
8,3,4,y,2,218.63018798828125,224.68019104003906,553.7075805664062,567.567626953125
8,3,4,queso,3,227.34219360351562,258.81317138671875,553.7075805664062,567.567626953125
8,3,4,parmesano.,4,261.47515869140625,321.88824462890625,553.7075805664062,567.567626953125
9,0,4,NUGGETS,0,202.76950073242188,259.8547058105469,689.09619140625,704.3001708984375
9,0,4,"c3,500",1,262.7347106933594,299.6214904785156,689.09619140625,704.3001708984375
10,0,4,Nuggets,0,203.4813995361328,247.4263916015625,704.25537109375,718.1154174804688
10,0,4,y,1,250.08839416503906,256.1383972167969,704.25537109375,718.1154174804688
10,0,4,crujientes,2,258.8003845214844,308.9163818359375,704.25537109375,718.1154174804688
10,0,4,papas,3,311.578369140625,341.86138916015625,704.25537109375,718.1154174804688
10,0,4,fritas.,4,344.52337646484375,373.9263610839844,704.25537109375,718.1154174804688
0,0,5,"c19,500",0,74.83499908447266,117.08699798583984,227.81890869140625,243.0229034423828
1,0,5,3,0,66.83789825439453,71.83290100097656,104.71819305419922,116.05819702148438
1,0,5,Arepas,1,73.6509017944336,101.92890167236328,104.71819305419922,116.05819702148438
1,0,5,de,2,103.74690246582031,114.00690460205078,104.71819305419922,116.05819702148438
1,0,5,Pollo,3,115.82490539550781,136.04881286621094,104.71819305419922,116.05819702148438
1,1,5,3,0,66.83789825439453,71.83290100097656,115.51818084716797,126.85818481445312
1,1,5,Arepas,1,73.6509017944336,101.92890167236328,115.51818084716797,126.85818481445312
1,1,5,de,2,103.74690246582031,114.00690460205078,115.51818084716797,126.85818481445312
1,1,5,Queso,3,115.82490539550781,142.8249053955078,115.51818084716797,126.85818481445312
1,2,5,3,0,66.83789825439453,71.83290100097656,126.31816864013672,137.65817260742188
1,2,5,Arepas,1,73.6509017944336,101.92890167236328,126.31816864013672,137.65817260742188
1,2,5,de,2,103.74690246582031,114.00690460205078,126.31816864013672,137.65817260742188
1,2,5,Reina,3,115.82490539550781,138.17279052734375,126.31816864013672,137.65817260742188
1,2,5,Pepiada,4,139.9907989501953,172.01278686523438,126.31816864013672,137.65817260742188
1,3,5,3,0,66.83789825439453,71.83290100097656,137.1181640625,148.45816040039062
1,3,5,Arepas,1,73.6509017944336,101.92890167236328,137.1181640625,148.45816040039062
1,3,5,de,2,103.74690246582031,114.00690460205078,137.1181640625,148.45816040039062
1,3,5,Carne,3,115.82490539550781,139.6479034423828,137.1181640625,148.45816040039062
1,3,5,Mechada,4,141.4658966064453,178.01486206054688,137.1181640625,148.45816040039062
1,4,5,3,0,66.83789825439453,71.83290100097656,147.91815185546875,159.25814819335938
1,4,5,Pastelitos,1,73.6509017944336,113.04479217529297,147.91815185546875,159.25814819335938
1,4,5,de,2,114.86279296875,125.12279510498047,147.91815185546875,159.25814819335938
1,4,5,Pollo,3,126.9407958984375,147.16380310058594,147.91815185546875,159.25814819335938
1,5,5,3,0,66.83789825439453,71.83290100097656,158.7181396484375,170.05813598632812
1,5,5,Pastelitos,1,73.6509017944336,113.04479217529297,158.7181396484375,170.05813598632812
1,5,5,de,2,114.86279296875,125.12279510498047,158.7181396484375,170.05813598632812
1,5,5,Queso,3,126.9407958984375,153.9407958984375,158.7181396484375,170.05813598632812
1,6,5,3,0,66.83789825439453,71.83290100097656,169.51812744140625,180.85812377929688
1,6,5,Pastelitos,1,73.6509017944336,113.04479217529297,169.51812744140625,180.85812377929688
1,6,5,de,2,114.86279296875,125.12279510498047,169.51812744140625,180.85812377929688
1,6,5,Carne,3,126.9407958984375,150.7637939453125,169.51812744140625,180.85812377929688
1,6,5,Molida,4,152.581787109375,179.52777099609375,169.51812744140625,180.85812377929688
1,7,5,3,0,66.83789825439453,71.83290100097656,180.318115234375,191.65811157226562
1,7,5,Pastelitos,1,73.6509017944336,113.04479217529297,180.318115234375,191.65811157226562
1,7,5,de,2,114.86279296875,125.12279510498047,180.318115234375,191.65811157226562
1,7,5,Carne,3,126.9407958984375,150.7637939453125,180.318115234375,191.65811157226562
1,7,5,Mechada,4,152.581787109375,189.13075256347656,180.318115234375,191.65811157226562
1,8,5,24,0,66.83789825439453,77.38589477539062,191.11810302734375,202.45809936523438
1,8,5,Tequeños,1,78.7898941040039,118.36289978027344,191.11810302734375,202.45809936523438
1,8,5,de,2,120.18090057373047,130.44090270996094,191.11810302734375,202.45809936523438
1,8,5,Queso,3,132.25889587402344,159.25889587402344,191.11810302734375,202.45809936523438
1,9,5,3,0,66.83789825439453,71.83290100097656,201.9180908203125,213.25808715820312
1,9,5,Salsas,1,73.6509017944336,98.58990478515625,201.9180908203125,213.25808715820312
1,9,5,de,2,100.40790557861328,110.66790771484375,201.9180908203125,213.25808715820312
1,9,5,2,3,112.48590850830078,117.54390716552734,201.9180908203125,213.25808715820312
1,9,5,onzas,4,119.36190795898438,142.94190979003906,201.9180908203125,213.25808715820312
1,10,5,"(Guasacaca,",0,66.83789825439453,115.52790832519531,212.71807861328125,224.05807495117188
1,10,5,Ajo,1,117.34590911865234,130.9989013671875,212.71807861328125,224.05807495117188
1,10,5,y,2,132.81690979003906,137.76690673828125,212.71807861328125,224.05807495117188
1,10,5,Chipotle),3,139.5849151611328,176.55690002441406,212.71807861328125,224.05807495117188
2,0,5,COMBO,0,57.12739944458008,164.0666046142578,72.06470489501953,108.26470184326172
2,0,5,4,1,169.5838623046875,188.5846405029297,72.06470489501953,108.26470184326172
3,0,5,"c9,500",0,470.1152038574219,506.4512023925781,306.5386047363281,321.74261474609375
4,0,5,2,0,336.837890625,341.8959045410156,328.3984069824219,339.7384033203125
4,0,5,Arepas,1,343.7138671875,371.9918212890625,328.3984069824219,339.7384033203125
4,0,5,de,2,373.809814453125,384.0697937011719,328.3984069824219,339.7384033203125
4,0,5,Pollo,3,385.8877868652344,406.1116638183594,328.3984069824219,339.7384033203125
4,1,5,1,0,336.837890625,341.41888427734375,339.1983947753906,350.53839111328125
4,1,5,Arepa,1,343.23687744140625,367.2038269042969,339.1983947753906,350.53839111328125
4,1,5,de,2,369.0218200683594,379.28179931640625,339.1983947753906,350.53839111328125
4,1,5,Queso,3,381.09979248046875,408.09979248046875,339.1983947753906,350.53839111328125
4,2,5,1,0,336.837890625,341.41888427734375,349.9983825683594,361.33837890625
4,2,5,Arepa,1,343.23687744140625,367.2038269042969,349.9983825683594,361.33837890625
4,2,5,de,2,369.0218200683594,379.28179931640625,349.9983825683594,361.33837890625
4,2,5,Reina,3,381.09979248046875,403.44769287109375,349.9983825683594,361.33837890625
4,2,5,Pepiada,4,405.26568603515625,437.2885437011719,349.9983825683594,361.33837890625
4,3,5,1,0,336.837890625,341.41888427734375,360.7983703613281,372.13836669921875
4,3,5,Arepa,1,343.23687744140625,367.2038269042969,360.7983703613281,372.13836669921875
4,3,5,de,2,369.0218200683594,379.28179931640625,360.7983703613281,372.13836669921875
4,3,5,Carne,3,381.09979248046875,404.92279052734375,360.7983703613281,372.13836669921875
4,3,5,Mechada,4,406.74078369140625,443.2897644042969,360.7983703613281,372.13836669921875
4,4,5,2,0,336.837890625,341.8959045410156,371.5983581542969,382.9383544921875
4,4,5,Pastelitos,1,343.7138671875,383.1069030761719,371.5983581542969,382.9383544921875
4,4,5,de,2,384.9248962402344,395.18487548828125,371.5983581542969,382.9383544921875
4,4,5,Pollo,3,397.00286865234375,417.2258605957031,371.5983581542969,382.9383544921875
4,5,5,1,0,336.837890625,341.41888427734375,382.3983459472656,393.73834228515625
4,5,5,Pastelito,1,343.23687744140625,378.3179931640625,382.3983459472656,393.73834228515625
4,5,5,de,2,380.135986328125,390.3959655761719,382.3983459472656,393.73834228515625
4,5,5,Queso,3,392.2139587402344,419.2139587402344,382.3983459472656,393.73834228515625
4,6,5,1,0,336.837890625,341.41888427734375,393.1983337402344,404.538330078125
4,6,5,Pastelito,1,343.23687744140625,378.3179931640625,393.1983337402344,404.538330078125
4,6,5,de,2,380.135986328125,390.3959655761719,393.1983337402344,404.538330078125
4,6,5,Carne,3,392.2139587402344,416.0369567871094,393.1983337402344,404.538330078125
4,6,5,Molida,4,417.8549499511719,444.8009338378906,393.1983337402344,404.538330078125
4,7,5,1,0,336.837890625,341.41888427734375,403.9983215332031,415.33831787109375
4,7,5,Pastelito,1,343.23687744140625,378.3179931640625,403.9983215332031,415.33831787109375
4,7,5,de,2,380.135986328125,390.3959655761719,403.9983215332031,415.33831787109375
4,7,5,Carne,3,392.2139587402344,416.0369567871094,403.9983215332031,415.33831787109375
4,7,5,Mechada,4,417.8549499511719,454.4039306640625,403.9983215332031,415.33831787109375
4,8,5,10,0,336.837890625,346.8009033203125,414.7983093261719,426.1383056640625
4,8,5,Tequeños,1,348.2048645019531,387.7778625488281,414.7983093261719,426.1383056640625
4,8,5,de,2,389.5958557128906,399.8558349609375,414.7983093261719,426.1383056640625
4,8,5,Queso,3,401.673828125,428.673828125,414.7983093261719,426.1383056640625
4,9,5,1,0,336.837890625,341.41888427734375,425.5982971191406,436.93829345703125
4,9,5,Salsa,1,343.23687744140625,363.8648681640625,425.5982971191406,436.93829345703125
4,9,5,de,2,365.682861328125,375.9428405761719,425.5982971191406,436.93829345703125
4,9,5,2,3,377.7608337402344,382.81884765625,425.5982971191406,436.93829345703125
4,9,5,onzas,4,384.6368103027344,408.21771240234375,425.5982971191406,436.93829345703125
5,0,5,COMBO,0,328.087890625,435.0270690917969,296.2243957519531,332.4244079589844
5,0,5,3,1,440.5443420410156,457.208740234375,296.2243957519531,332.4244079589844
6,0,5,1,0,218.27830505371094,222.8592987060547,501.1986999511719,512.5386962890625
6,0,5,Pastelito,1,224.67730712890625,259.76019287109375,501.1986999511719,512.5386962890625
6,0,5,de,2,261.57818603515625,271.8381652832031,501.1986999511719,512.5386962890625
6,0,5,Pollo,3,273.6561584472656,293.87823486328125,501.1986999511719,512.5386962890625
6,1,5,1,0,218.27830505371094,222.8592987060547,511.99871826171875,523.3386840820312
6,1,5,Pastelito,1,224.67730712890625,259.76019287109375,511.99871826171875,523.3386840820312
6,1,5,de,2,261.57818603515625,271.8381652832031,511.99871826171875,523.3386840820312
6,1,5,Queso,3,273.6561584472656,300.6561584472656,511.99871826171875,523.3386840820312
6,2,5,1,0,218.27830505371094,222.8592987060547,522.7986450195312,534.1386108398438
6,2,5,Pastelito,1,224.67730712890625,259.76019287109375,522.7986450195312,534.1386108398438
6,2,5,Carne,2,261.57818603515625,285.40118408203125,522.7986450195312,534.1386108398438
6,2,5,Molida,3,287.21917724609375,314.1651611328125,522.7986450195312,534.1386108398438
6,3,5,6,0,218.27830505371094,223.6693115234375,533.5986938476562,544.9386596679688
6,3,5,Tequeños,1,225.07330322265625,264.6462707519531,533.5986938476562,544.9386596679688
6,3,5,de,2,266.4642639160156,276.7242431640625,533.5986938476562,544.9386596679688
6,3,5,Queso,3,278.542236328125,305.542236328125,533.5986938476562,544.9386596679688
6,4,5,1,0,218.27830505371094,222.8592987060547,544.398681640625,555.7386474609375
6,4,5,Salsa,1,224.67730712890625,245.30531311035156,544.398681640625,555.7386474609375
6,4,5,de,2,247.12332153320312,257.38330078125,544.398681640625,555.7386474609375
6,4,5,1,3,259.2012939453125,263.78228759765625,544.398681640625,555.7386474609375
6,4,5,onza,4,265.60028076171875,284.87017822265625,544.398681640625,555.7386474609375
7,0,5,COMBO,0,209.5272979736328,316.4664611816406,469.02471923828125,505.2247314453125
7,0,5,2,1,321.9837341308594,338.98590087890625,469.02471923828125,505.2247314453125
8,0,5,"c5,000",0,224.59519958496094,262.0232238769531,560.2183227539062,575.4223022460938
9,0,5,1,0,288.837890625,293.41888427734375,679.0385131835938,690.3784790039062
9,0,5,Pastelito,1,295.23687744140625,330.3179931640625,679.0385131835938,690.3784790039062
9,0,5,de,2,332.135986328125,342.3959655761719,679.0385131835938,690.3784790039062
9,0,5,Pollo,3,344.2139587402344,364.43695068359375,679.0385131835938,690.3784790039062
9,1,5,1,0,288.837890625,293.41888427734375,689.8385009765625,701.178466796875
9,1,5,Pastelito,1,295.23687744140625,330.3179931640625,689.8385009765625,701.178466796875
9,1,5,de,2,332.135986328125,342.3959655761719,689.8385009765625,701.178466796875
9,1,5,Queso,3,344.2139587402344,371.2139587402344,689.8385009765625,701.178466796875
9,2,5,1,0,288.837890625,293.41888427734375,700.6384887695312,711.9784545898438
9,2,5,Pastelito,1,295.23687744140625,330.3179931640625,700.6384887695312,711.9784545898438
9,2,5,Carne,2,332.135986328125,355.958984375,700.6384887695312,711.9784545898438
9,2,5,Molida,3,357.7769775390625,384.72296142578125,700.6384887695312,711.9784545898438
9,3,5,6,0,288.837890625,294.2288818359375,711.4385375976562,722.7785034179688
9,3,5,Tequeños,1,295.63287353515625,335.20587158203125,711.4385375976562,722.7785034179688
9,3,5,de,2,337.02386474609375,347.2838439941406,711.4385375976562,722.7785034179688
9,3,5,Queso,3,349.1018371582031,376.1018371582031,711.4385375976562,722.7785034179688
9,4,5,1,0,288.837890625,293.41888427734375,722.238525390625,733.5784912109375
9,4,5,Salsa,1,295.23687744140625,315.8648681640625,722.238525390625,733.5784912109375
9,4,5,de,2,317.682861328125,327.9428405761719,722.238525390625,733.5784912109375
9,4,5,1,3,329.7608337402344,334.3418273925781,722.238525390625,733.5784912109375
9,4,5,onza,4,336.1598205566406,355.42791748046875,722.238525390625,733.5784912109375
10,0,5,COMBO,0,280.08740234375,387.0265808105469,646.8646240234375,683.0646362304688
10,0,5,1,1,392.5438537597656,407.4348449707031,646.8646240234375,683.0646362304688
10,1,5,"c5,500",0,419.23541259765625,456.0394287109375,656.6987915039062,671.9027709960938
11,0,5,COMBOS,0,21.986299514770508,218.29051208496094,9.41025161743164,65.76007843017578
